,Series or Movie,IMDb Score,Awards Received,Release Date,Release Period
8743,Movie,7.7,Not Awarded,2018-04-01,2010-2029
8744,Movie,5.6,Not Awarded,2016-05-14,2010-2029
8745,Series,8.3,1.0,2016-12-31,2010-2029
8746,Movie,7.1,Not Awarded,2015-10-11,2010-2029
8747,Series,8.2,1.0,2015-10-26,2010-2029
8748,Movie,5.9,Not Awarded,2013-12-26,2010-2029
8749,Movie,6.8,Not Awarded,2015-11-15,2010-2029
8750,Movie,7.4,Not Awarded,2016-10-02,2010-2029
8751,Series,8.2,3.0,2018-04-08,2010-2029
8752,Series,7.1,Not Awarded,2013-04-29,2010-2029
8753,Series,8.9,4.0,2014-12-17,2010-2029
8754,Movie,6.5,Not Awarded,2017-07-21,2010-2029
8755,Series,6.0,Not Awarded,2015-12-24,2010-2029
8756,Movie,7.1,Not Awarded,2012-11-12,2010-2029
8757,Series,4.8,Not Awarded,2015-01-01,2010-2029
8758,Series,8.5,11.0,2015-12-19,2010-2029
8759,Movie,5.2,Not Awarded,2017-07-01,2010-2029
8761,Series,8.0,9.0,2010-12-18,2010-2029
8763,Movie,7.7,31.0,2017-08-24,2010-2029
8764,Series,4.8,Not Awarded,2015-01-01,2010-2029
8765,Series,6.2,Not Awarded,2014-04-06,2010-2029
8766,Series,7.2,Not Awarded,2017-09-22,2010-2029
8767,Movie,4.8,Not Awarded,2018-03-30,2010-2029
8768,Series,7.2,Not Awarded,2017-11-09,2010-2029
8769,Series,3.7,Not Awarded,2018-03-30,2010-2029
8770,Movie,5.7,Not Awarded,2018-03-30,2010-2029
8771,Movie,6.8,Not Awarded,2018-03-30,2010-2029
8772,Movie,6.4,2.0,2018-03-30,2010-2029
8774,Movie,7.2,Not Awarded,2018-03-23,2010-2029
8775,Series,8.3,8.0,2015-01-07,2010-2029
8777,Movie,6.7,3.0,2017-11-02,2010-2029
8778,Series,8.4,Not Awarded,2018-03-27,2010-2029
8779,Movie,6.6,6.0,2017-07-06,2010-2029
8780,Movie,6.3,10.0,1992-11-25,1990-2009
8781,Movie,5.3,Not Awarded,2016-07-18,2010-2029
8782,Movie,3.9,Not Awarded,2018-05-23,2010-2029
8783,Series,8.5,7.0,2017-07-09,2010-2029
8784,Series,7.5,1.0,2018-03-23,2010-2029
8785,Series,8.4,Not Awarded,2018-03-23,2010-2029
8786,Movie,6.2,1.0,2018-03-23,2010-2029
8787,Movie,5.4,Not Awarded,2018-03-23,2010-2029
8788,Movie,6.7,6.0,2016-11-17,2010-2029
8789,Series,5.9,Not Awarded,2018-03-23,2010-2029
8790,Series,6.5,2.0,2018-02-02,2010-2029
8791,Movie,7.8,13.0,2017-10-18,2010-2029
8792,Series,8.3,12.0,2017-08-30,2010-2029
8793,Movie,7.2,Not Awarded,2017-11-08,2010-2029
8794,Movie,7.4,24.0,2017-06-02,2010-2029
8795,Movie,7.8,5.0,2016-09-17,2010-2029
8796,Movie,7.1,7.0,2016-08-26,2010-2029
8797,Movie,6.2,2.0,2017-10-12,2010-2029
8798,Series,8.4,Not Awarded,2018-03-10,2010-2029
8799,Movie,5.3,Not Awarded,2018-03-16,2010-2029
8800,Series,8.2,2.0,2018-03-16,2010-2029
8801,Series,8.0,1.0,2018-03-16,2010-2029
8802,Movie,6.3,Not Awarded,2018-03-16,2010-2029
8803,Movie,6.4,Not Awarded,2018-03-16,2010-2029
8804,Series,4.8,Not Awarded,2018-03-16,2010-2029
8805,Movie,7.5,Not Awarded,2016-10-31,2010-2029
8807,Series,8.1,2.0,2017-10-29,2010-2029
8808,Movie,7.1,12.0,1998-01-15,1990-2009
8809,Movie,7.8,10.0,2016-11-12,2010-2029
8810,Series,6.6,Not Awarded,2017-10-03,2010-2029
8811,Movie,7.5,13.0,2018-03-15,2010-2029
8812,Movie,7.1,Not Awarded,2017-09-01,2010-2029
8813,Movie,7.1,4.0,2017-01-27,2010-2029
8814,Movie,5.4,Not Awarded,2017-12-15,2010-2029
8815,Series,8.2,1.0,2016-06-06,2010-2029
8816,Movie,4.3,Not Awarded,2017-06-09,2010-2029
8817,Movie,6.2,Not Awarded,2017-09-01,2010-2029
8818,Movie,7.1,2.0,2018-03-14,2010-2029
8819,Movie,5.6,Not Awarded,2017-08-17,2010-2029
8820,Movie,8.0,Not Awarded,2018-03-13,2010-2029
8821,Movie,6.4,Not Awarded,2017-11-17,2010-2029
8822,Movie,6.8,16.0,2018-02-23,2010-2029
8823,Movie,5.5,Not Awarded,2017-11-03,2010-2029
8824,Movie,5.1,1.0,2017-11-10,2010-2029
8825,Movie,7.2,1.0,2017-02-11,2010-2029
8826,Movie,6.0,3.0,2017-08-04,2010-2029
8827,Movie,5.6,1.0,2017-09-28,2010-2029
8828,Movie,7.5,20.0,2016-12-09,2010-2029
8830,Series,6.8,Not Awarded,2018-03-09,2010-2029
8831,Movie,6.3,Not Awarded,2018-03-09,2010-2029
8832,Series,6.4,Not Awarded,2018-03-09,2010-2029
8834,Movie,7.2,12.0,2018-03-08,2010-2029
8835,Movie,6.7,1.0,2017-09-01,2010-2029
8836,Movie,4.6,7.0,2018-03-06,2010-2029
8837,Movie,5.4,Not Awarded,2017-12-08,2010-2029
8838,Series,6.1,Not Awarded,2016-04-02,2010-2029
8839,Movie,6.3,3.0,2017-03-03,2010-2029
8840,Series,6.8,1.0,2017-11-02,2010-2029
8841,Movie,6.5,2.0,1998-06-05,1990-2009
8842,Movie,7.4,13.0,2017-12-01,2010-2029
8843,Movie,4.5,Not Awarded,2018-02-23,2010-2029
8844,Movie,4.7,Not Awarded,2018-03-02,2010-2029
8845,Movie,5.3,Not Awarded,2018-03-02,2010-2029
8846,Series,7.2,Not Awarded,2018-03-02,2010-2029
8847,Series,6.3,3.0,2017-10-05,2010-2029
8848,Movie,5.9,16.0,2018-03-02,2010-2029
8849,Series,7.9,1.0,2018-03-02,2010-2029
8850,Movie,7.0,Not Awarded,2017-02-18,2010-2029
8851,Movie,4.8,Not Awarded,2016-06-03,2010-2029
8852,Movie,5.3,Not Awarded,2016-08-06,2010-2029
8853,Series,7.1,Not Awarded,2016-05-25,2010-2029
8854,Movie,6.0,Not Awarded,2016-04-01,2010-2029
8855,Movie,4.6,Not Awarded,2016-01-21,2010-2029
8856,Series,6.4,Not Awarded,2016-06-18,2010-2029
8857,Movie,5.2,Not Awarded,2018-03-01,2010-2029
8858,Movie,7.2,9.0,2017-08-04,2010-2029
8859,Movie,5.1,Not Awarded,2016-10-28,2010-2029
8860,Movie,8.1,4.0,2016-09-17,2010-2029
8861,Movie,7.8,22.0,2017-09-22,2010-2029
8862,Movie,7.7,14.0,2017-08-18,2010-2029
8864,Movie,6.7,Not Awarded,2017-05-12,2010-2029
8865,Movie,6.3,Not Awarded,2017-02-10,2010-2029
8866,Movie,5.9,Not Awarded,2017-03-10,2010-2029
8867,Movie,7.3,Not Awarded,2017-10-06,2010-2029
8868,Movie,5.3,1.0,2017-03-02,2010-2029
8869,Movie,7.1,Not Awarded,2017-10-05,2010-2029
8870,Movie,6.9,Not Awarded,2017-01-13,2010-2029
8871,Movie,7.8,1.0,2017-10-06,2010-2029
8872,Movie,7.7,17.0,2007-01-12,1990-2009
8873,Movie,4.6,Not Awarded,2017-03-31,2010-2029
8875,Movie,8.0,Not Awarded,2015-04-10,2010-2029
8877,Movie,7.2,Not Awarded,2017-01-27,2010-2029
8878,Movie,7.9,Not Awarded,2017-04-21,2010-2029
8879,Movie,4.5,Not Awarded,2018-03-01,2010-2029
8880,Movie,7.6,11.0,1998-08-21,1990-2009
8881,Movie,5.1,Not Awarded,2016-12-08,2010-2029
8882,Movie,5.4,Not Awarded,2017-12-01,2010-2029
8883,Movie,8.2,3.0,2017-04-21,2010-2029
8884,Movie,3.7,Not Awarded,2017-09-29,2010-2029
8885,Series,8.2,19.0,2016-10-11,2010-2029
8886,Movie,7.5,Not Awarded,2018-02-27,2010-2029
8887,Movie,6.5,Not Awarded,2018-02-27,2010-2029
8888,Movie,6.4,12.0,2018-01-25,2010-2029
8889,Movie,7.6,7.0,1995-06-02,1990-2009
8890,Movie,3.9,Not Awarded,2017-11-02,2010-2029
8891,Movie,4.3,3.0,1992-02-21,1990-2009
8892,Movie,7.0,2.0,2017-04-07,2010-2029
8893,Series,6.8,1.0,2014-02-13,2010-2029
8894,Movie,5.4,Not Awarded,2018-02-23,2010-2029
8895,Series,7.7,8.0,2018-02-23,2010-2029
8896,Series,7.8,Not Awarded,2018-02-23,2010-2029
8897,Movie,7.3,109.0,2012-11-16,2010-2029
8898,Movie,6.6,1.0,2009-09-24,1990-2009
8899,Movie,6.1,1.0,2017-06-02,2010-2029
8900,Series,8.0,Not Awarded,2018-02-22,2010-2029
8903,Movie,5.9,Not Awarded,2016-10-12,2010-2029
8904,Movie,7.4,Not Awarded,2017-11-29,2010-2029
8905,Movie,7.7,20.0,2017-11-17,2010-2029
8906,Movie,5.7,1.0,2019-01-03,2010-2029
8907,Movie,7.2,1.0,2017-09-08,2010-2029
8908,Series,7.3,2.0,2018-02-20,2010-2029
8909,Movie,5.2,Not Awarded,2017-12-01,2010-2029
8910,Series,6.9,Not Awarded,2001-03-03,1990-2009
8911,Movie,6.3,Not Awarded,2018-02-19,2010-2029
8912,Series,7.2,Not Awarded,2018-02-18,2010-2029
8913,Movie,6.4,Not Awarded,2018-01-19,2010-2029
8914,Movie,6.8,Not Awarded,2018-02-16,2010-2029
8915,Series,7.1,Not Awarded,2006-10-01,1990-2009
8917,Series,7.0,Not Awarded,2014-05-29,2010-2029
8918,Series,7.3,Not Awarded,2018-02-16,2010-2029
8919,Series,7.5,Not Awarded,2018-02-16,2010-2029
8920,Movie,6.4,Not Awarded,2018-02-16,2010-2029
8921,Movie,3.7,Not Awarded,2017-08-15,2010-2029
8922,Movie,7.5,4.0,2017-02-10,2010-2029
8923,Movie,7.4,Not Awarded,2017-02-18,2010-2029
8924,Series,9.1,5.0,2015-11-06,2010-2029
8925,Series,7.8,11.0,2012-03-21,2010-2029
8926,Movie,6.7,6.0,2017-06-08,2010-2029
8927,Series,7.3,Not Awarded,2015-07-01,2010-2029
8928,Movie,5.8,1.0,2010-06-16,2010-2029
8929,Movie,6.6,Not Awarded,2018-02-14,2010-2029
8930,Movie,7.2,Not Awarded,2018-02-14,2010-2029
8931,Movie,6.3,Not Awarded,2017-01-14,2010-2029
8932,Movie,7.3,1.0,2017-09-08,2010-2029
8934,Series,7.6,8.0,2017-09-06,2010-2029
8935,Movie,7.2,1.0,2017-10-27,2010-2029
8936,Movie,5.1,Not Awarded,2017-04-21,2010-2029
8937,Movie,5.0,Not Awarded,2017-07-21,2010-2029
8938,Movie,6.3,4.0,2018-02-09,2010-2029
8939,Movie,6.9,Not Awarded,2018-02-09,2010-2029
8940,Movie,6.4,Not Awarded,2018-02-09,2010-2029
8941,Movie,3.3,7.0,2017-07-28,2010-2029
8942,Series,8.2,2.0,2017-02-08,2010-2029
8943,Movie,5.4,Not Awarded,2016-09-10,2010-2029
8945,Movie,6.6,2.0,2017-08-25,2010-2029
8946,Movie,6.1,Not Awarded,2004-01-09,1990-2009
8947,Series,8.5,15.0,2018-02-07,2010-2029
8948,Series,8.2,Not Awarded,2019-12-03,2010-2029
8949,Movie,6.4,8.0,2017-06-16,2010-2029
8950,Movie,5.8,Not Awarded,2018-02-06,2010-2029
8951,Series,6.2,Not Awarded,2017-01-09,2010-2029
8952,Movie,8.2,1.0,2017-05-04,2010-2029
8953,Movie,5.5,Not Awarded,2018-02-04,2010-2029
8955,Series,6.8,Not Awarded,2016-05-19,2010-2029
8956,Series,4.8,Not Awarded,2018-02-02,2010-2029
8957,Series,8.0,4.0,2018-02-02,2010-2029
8958,Movie,5.8,Not Awarded,2018-02-02,2010-2029
8959,Movie,7.6,17.0,2018-02-02,2010-2029
8960,Movie,6.6,1.0,2002-04-06,1990-2009
8961,Movie,3.8,Not Awarded,2017-08-09,2010-2029
8962,Series,7.0,Not Awarded,2017-05-01,2010-2029
8964,Series,4.5,Not Awarded,2017-07-01,2010-2029
8965,Movie,6.6,6.0,2017-04-21,2010-2029
8966,Series,6.0,Not Awarded,2017-07-03,2010-2029
8967,Movie,5.3,Not Awarded,2016-10-15,2010-2029
8968,Movie,6.9,3.0,1999-12-22,1990-2009
8969,Movie,4.1,Not Awarded,2017-09-08,2010-2029
8970,Movie,6.0,Not Awarded,2017-04-01,2010-2029
8971,Movie,5.5,5.0,2017-05-25,2010-2029
8972,Movie,5.2,4.0,2017-06-21,2010-2029
8973,Movie,3.8,4.0,1998-08-14,1990-2009
8974,Movie,6.2,4.0,2009-10-08,1990-2009
8975,Movie,6.3,Not Awarded,2017-11-03,2010-2029
8976,Movie,6.6,Not Awarded,2017-04-07,2010-2029
8977,Series,5.4,Not Awarded,2018-01-28,2010-2029
8978,Series,8.4,22.0,2018-01-30,2010-2029
8979,Movie,5.9,Not Awarded,2017-05-04,2010-2029
8980,Movie,5.9,Not Awarded,2017-05-04,2010-2029
8981,Movie,7.9,Not Awarded,1998-08-09,1990-2009
8982,Series,7.0,Not Awarded,2016-08-23,2010-2029
8983,Movie,5.0,Not Awarded,2017-06-30,2010-2029
8984,Movie,6.3,8.0,2017-09-29,2010-2029
8985,Movie,6.3,8.0,2017-09-29,2010-2029
8986,Movie,6.2,Not Awarded,2017-04-26,2010-2029
8987,Movie,6.6,Not Awarded,2018-01-26,2010-2029
8988,Movie,6.3,Not Awarded,2018-01-26,2010-2029
8989,Series,8.2,Not Awarded,2018-03-06,2010-2029
8990,Movie,6.8,Not Awarded,2018-01-26,2010-2029
8991,Series,6.4,Not Awarded,2018-01-26,2010-2029
8992,Movie,5.7,Not Awarded,2017-10-27,2010-2029
8993,Movie,6.5,Not Awarded,2018-01-24,2010-2029
8994,Movie,6.1,3.0,2015-12-24,2010-2029
8995,Movie,5.1,Not Awarded,2018-01-23,2010-2029
8996,Series,6.1,1.0,2018-01-16,2010-2029
8997,Movie,5.1,Not Awarded,2017-10-20,2010-2029
8998,Series,7.7,3.0,2009-04-01,1990-2009
8999,Series,5.8,1.0,2018-01-19,2010-2029
9000,Movie,5.4,Not Awarded,2018-01-19,2010-2029
9001,Movie,3.2,Not Awarded,2018-01-19,2010-2029
9002,Movie,6.1,1.0,2017-01-19,2010-2029
9003,Series,6.7,Not Awarded,2018-01-14,2010-2029
9004,Movie,6.5,Not Awarded,2017-10-20,2010-2029
9005,Movie,4.0,Not Awarded,2018-01-17,2010-2029
9006,Series,6.6,Not Awarded,2018-01-11,2010-2029
9007,Movie,6.9,3.0,2016-03-30,2010-2029
9008,Series,6.0,Not Awarded,2018-01-17,2010-2029
9009,Movie,5.5,Not Awarded,2017-02-09,2010-2029
9010,Series,6.2,Not Awarded,2018-01-01,2010-2029
9011,Movie,5.9,25.0,2017-01-10,2010-2029
9012,Movie,6.2,Not Awarded,1986-08-15,1970-1989
9013,Movie,6.2,Not Awarded,1980-05-29,1970-1989
9014,Movie,6.5,4.0,2016-10-07,2010-2029
9015,Movie,5.5,Not Awarded,2017-10-03,2010-2029
9016,Series,7.5,Not Awarded,2014-08-06,2010-2029
9017,Movie,7.5,Not Awarded,2016-12-17,2010-2029
9018,Movie,5.2,Not Awarded,2016-12-15,2010-2029
9019,Movie,6.4,5.0,2016-07-15,2010-2029
9020,Movie,5.8,1.0,2017-09-08,2010-2029
9021,Movie,5.9,1.0,2018-01-12,2010-2029
9022,Movie,7.6,Not Awarded,2018-01-12,2010-2029
9023,Series,7.9,Not Awarded,2018-01-12,2010-2029
9024,Series,8.2,Not Awarded,2018-01-12,2010-2029
9025,Movie,5.8,1.0,2017-06-30,2010-2029
9026,Movie,6.8,1.0,2005-05-28,1990-2009
9027,Movie,6.4,1.0,2005-10-29,1990-2009
9028,Series,7.4,Not Awarded,2014-09-01,2010-2029
9029,Series,8.5,4.0,2018-10-27,2010-2029
9030,Series,6.3,Not Awarded,2011-07-07,2010-2029
9031,Movie,6.3,2.0,2017-11-02,2010-2029
9032,Movie,6.7,Not Awarded,2006-03-04,1990-2009
9033,Series,8.4,1.0,2018-01-01,2010-2029
9034,Movie,4.5,1.0,2017-05-04,2010-2029
9035,Movie,6.2,3.0,2017-06-02,2010-2029
9036,Movie,6.2,1.0,2016-06-18,2010-2029
9037,Movie,7.4,6.0,2017-08-25,2010-2029
9038,Movie,5.0,Not Awarded,2018-01-12,2010-2029
9039,Movie,5.8,Not Awarded,2016-08-12,2010-2029
9040,Movie,6.8,Not Awarded,2017-11-03,2010-2029
9041,Movie,7.6,5.0,2017-03-11,2010-2029
9042,Series,6.8,Not Awarded,2018-06-30,2010-2029
9043,Movie,6.6,Not Awarded,2017-05-05,2010-2029
9044,Movie,5.0,Not Awarded,2016-06-04,2010-2029
9045,Movie,5.6,1.0,2017-11-01,2010-2029
9046,Series,7.0,Not Awarded,2018-01-05,2010-2029
9047,Series,8.1,11.0,2012-07-19,2010-2029
9048,Series,7.6,3.0,2018-01-05,2010-2029
9049,Series,8.1,9.0,2017-10-24,2010-2029
9050,Movie,6.8,Not Awarded,2016-04-13,2010-2029
9051,Series,7.7,7.0,2013-02-13,2010-2029
9052,Series,7.7,4.0,2015-09-16,2010-2029
9053,Movie,6.8,11.0,2016-06-23,2010-2029
9054,Movie,6.2,Not Awarded,2018-11-15,2010-2029
9055,Movie,7.1,Not Awarded,2015-08-13,2010-2029
9056,Movie,6.4,Not Awarded,2016-08-26,2010-2029
9057,Movie,7.0,1.0,2015-05-18,2010-2029
9058,Movie,7.6,1.0,2017-11-10,2010-2029
9059,Movie,7.2,Not Awarded,2013-11-07,2010-2029
9060,Movie,6.9,12.0,2017-07-27,2010-2029
9061,Movie,6.9,17.0,2015-10-12,2010-2029
9062,Movie,6.3,1.0,2016-06-24,2010-2029
9063,Movie,6.5,Not Awarded,2016-05-13,2010-2029
9064,Series,7.3,Not Awarded,2016-09-19,2010-2029
9065,Movie,6.8,Not Awarded,2017-11-03,2010-2029
9066,Movie,6.2,2.0,2018-01-02,2010-2029
9067,Movie,7.1,3.0,2007-06-27,1990-2009
9068,Movie,6.1,Not Awarded,2016-11-11,2010-2029
9069,Movie,5.5,Not Awarded,2018-04-13,2010-2029
9070,Movie,4.6,1.0,2017-08-11,2010-2029
9071,Movie,7.6,Not Awarded,2015-10-06,2010-2029
9072,Movie,7.9,Not Awarded,2017-03-28,2010-2029
9073,Series,7.6,Not Awarded,2018-01-01,2010-2029
9074,Movie,5.2,1.0,2017-07-17,2010-2029
9075,Movie,6.5,Not Awarded,2017-05-05,2010-2029
9076,Movie,5.6,Not Awarded,2017-05-18,2010-2029
9077,Movie,6.4,Not Awarded,2017-06-07,2010-2029
9078,Movie,6.3,Not Awarded,2017-05-05,2010-2029
9079,Movie,4.9,1.0,2017-07-28,2010-2029
9080,Series,7.6,Not Awarded,2017-01-06,2010-2029
9082,Movie,5.3,1.0,2017-08-04,2010-2029
9083,Movie,6.9,17.0,2011-10-20,2010-2029
9084,Movie,7.2,7.0,2007-02-13,1990-2009
9085,Movie,7.1,3.0,2012-04-04,2010-2029
9086,Movie,5.2,Not Awarded,1999-03-06,1990-2009
9087,Series,7.8,Not Awarded,2012-08-22,2010-2029
9088,Movie,6.7,Not Awarded,2015-09-24,2010-2029
9089,Movie,4.5,Not Awarded,2017-09-16,2010-2029
9090,Movie,6.0,1.0,2015-02-13,2010-2029
9091,Movie,6.3,8.0,2015-04-23,2010-2029
9092,Movie,5.7,Not Awarded,2009-07-15,1990-2009
9093,Series,6.7,Not Awarded,2013-07-01,2010-2029
9094,Movie,6.5,1.0,2013-05-09,2010-2029
9095,Movie,6.6,Not Awarded,2016-05-14,2010-2029
9096,Movie,6.6,Not Awarded,2015-10-08,2010-2029
9097,Series,7.0,Not Awarded,2013-10-08,2010-2029
9098,Movie,6.6,Not Awarded,2015-10-01,2010-2029
9099,Movie,5.5,Not Awarded,2016-09-03,2010-2029
9100,Movie,6.0,Not Awarded,2012-09-13,2010-2029
9101,Movie,4.6,Not Awarded,2018-06-02,2010-2029
9102,Movie,6.7,1.0,2014-03-13,2010-2029
9103,Movie,5.8,Not Awarded,2017-09-01,2010-2029
9104,Movie,3.8,Not Awarded,2017-07-07,2010-2029
9105,Series,7.8,Not Awarded,2015-07-01,2010-2029
9106,Movie,6.6,Not Awarded,2016-12-08,2010-2029
9107,Series,7.5,Not Awarded,2009-10-02,1990-2009
9108,Movie,5.4,Not Awarded,2001-03-24,1990-2009
9109,Series,7.8,1.0,2016-07-01,2010-2029
9110,Movie,5.2,Not Awarded,2016-05-07,2010-2029
9111,Series,7.6,Not Awarded,2013-07-01,2010-2029
9112,Series,7.5,Not Awarded,2015-04-04,2010-2029
9113,Movie,7.3,Not Awarded,1995-03-10,1990-2009
9114,Series,6.2,2.0,2015-04-04,2010-2029
9115,Series,7.2,Not Awarded,2014-01-11,2010-2029
9116,Series,7.0,Not Awarded,2013-01-04,2010-2029
9117,Series,7.3,Not Awarded,2007-04-08,1990-2009
9118,Movie,7.6,4.0,1997-01-15,1990-2009
9119,Series,7.6,1.0,2017-10-06,2010-2029
9120,Series,7.1,Not Awarded,2017-10-08,2010-2029
9121,Series,7.5,Not Awarded,2012-04-11,2010-2029
9122,Series,7.1,Not Awarded,2012-01-12,2010-2029
9123,Movie,7.3,12.0,2016-04-07,2010-2029
9124,Series,6.4,Not Awarded,2010-10-03,2010-2029
9125,Series,6.6,Not Awarded,2017-07-13,2010-2029
9126,Series,7.4,Not Awarded,2011-01-07,2010-2029
9127,Movie,6.8,10.0,2015-04-29,2010-2029
9128,Movie,5.3,Not Awarded,2014-09-20,2010-2029
9129,Movie,5.5,Not Awarded,2015-09-26,2010-2029
9130,Series,6.3,Not Awarded,2016-07-06,2010-2029
9131,Movie,6.4,4.0,2016-06-04,2010-2029
9132,Series,6.7,Not Awarded,2015-01-01,2010-2029
9133,Movie,5.7,Not Awarded,2016-06-25,2010-2029
9134,Series,7.0,Not Awarded,2015-07-09,2010-2029
9135,Series,7.1,Not Awarded,2015-07-04,2010-2029
9136,Movie,7.5,Not Awarded,2009-10-02,1990-2009
9137,Series,7.1,Not Awarded,2017-04-01,2010-2029
9138,Movie,7.4,3.0,2015-04-14,2010-2029
9139,Movie,7.1,14.0,2015-09-01,2010-2029
9140,Series,7.3,Not Awarded,2010-01-06,2010-2029
9141,Movie,5.8,Not Awarded,2003-12-06,1990-2009
9142,Movie,5.8,Not Awarded,2003-12-06,1990-2009
9143,Movie,6.6,4.0,1977-04-01,1970-1989
9144,Series,7.5,Not Awarded,2002-04-19,1990-2009
9145,Movie,6.9,9.0,2014-05-22,2010-2029
9146,Movie,6.8,1.0,2007-02-01,1990-2009
9147,Movie,8.0,Not Awarded,2012-11-23,2010-2029
9148,Movie,6.5,1.0,2016-05-14,2010-2029
9149,Movie,7.4,1.0,1981-08-08,1970-1989
9150,Movie,4.1,Not Awarded,1993-05-28,1990-2009
9151,Movie,6.3,3.0,2016-06-18,2010-2029
9152,Series,7.8,Not Awarded,2017-12-19,2010-2029
9153,Series,8.1,1.0,2014-09-01,2010-2029
9154,Movie,6.4,Not Awarded,2016-11-04,2010-2029
9156,Movie,7.1,Not Awarded,2003-08-16,1990-2009
9158,Movie,6.5,2.0,2013-02-23,2010-2029
9159,Movie,6.4,Not Awarded,2008-12-20,1990-2009
9160,Movie,2.0,Not Awarded,2016-06-07,2010-2029
9161,Movie,5.3,Not Awarded,2017-01-21,2010-2029
9162,Series,8.4,1.0,2016-10-08,2010-2029
9163,Series,7.1,Not Awarded,2010-07-03,2010-2029
9164,Movie,4.7,Not Awarded,2016-04-29,2010-2029
9165,Series,6.9,Not Awarded,1989-10-10,1970-1989
9166,Movie,6.6,1.0,2017-03-10,2010-2029
9167,Series,5.7,Not Awarded,1996-04-13,1990-2009
9168,Movie,6.8,Not Awarded,2010-10-12,2010-2029
9169,Movie,7.1,4.0,2016-09-17,2010-2029
9170,Movie,5.9,1.0,2016-11-05,2010-2029
9171,Series,7.8,1.0,2017-10-07,2010-2029
9172,Movie,6.3,4.0,2015-01-21,2010-2029
9173,Movie,5.6,Not Awarded,2016-03-26,2010-2029
9174,Series,7.9,2.0,2001-07-05,1990-2009
9175,Series,6.8,Not Awarded,1972-12-17,1970-1989
9176,Series,7.6,Not Awarded,2012-01-07,2010-2029
9178,Movie,6.8,Not Awarded,2017-11-03,2010-2029
9179,Movie,5.0,Not Awarded,2017-11-10,2010-2029
9180,Series,8.1,Not Awarded,2017-12-23,2010-2029
9181,Movie,7.3,13.0,2017-02-10,2010-2029
9182,Series,5.7,Not Awarded,2004-08-25,1990-2009
9183,Movie,3.7,Not Awarded,2017-03-28,2010-2029
9184,Movie,7.3,Not Awarded,2017-08-17,2010-2029
9185,Movie,6.6,Not Awarded,2017-03-10,2010-2029
9186,Movie,5.8,2.0,2017-10-01,2010-2029
9187,Movie,7.0,2.0,2017-08-18,2010-2029
9188,Movie,7.5,11.0,2016-07-27,2010-2029
9189,Movie,6.3,Not Awarded,2016-02-19,2010-2029
9190,Movie,4.0,Not Awarded,2017-02-23,2010-2029
9191,Movie,6.8,Not Awarded,2017-12-26,2010-2029
9192,Movie,6.0,2.0,2017-03-24,2010-2029
9193,Movie,6.5,2.0,2016-02-25,2010-2029
9194,Movie,6.2,5.0,2017-11-22,2010-2029
9195,Movie,6.2,Not Awarded,2016-07-07,2010-2029
9196,Movie,6.5,Not Awarded,2017-01-13,2010-2029
9198,Movie,5.2,Not Awarded,2017-06-30,2010-2029
9199,Movie,6.5,2.0,2017-10-24,2010-2029
9200,Series,5.9,Not Awarded,2017-07-31,2010-2029
9201,Series,8.1,Not Awarded,2017-12-22,2010-2029
9202,Movie,6.3,1.0,2017-12-22,2010-2029
9205,Movie,3.9,Not Awarded,2017-11-02,2010-2029
9206,Movie,6.5,Not Awarded,2017-04-21,2010-2029
9207,Movie,7.4,Not Awarded,2017-12-19,2010-2029
9208,Movie,5.5,1.0,2017-08-11,2010-2029
9209,Series,6.5,1.0,2017-12-19,2010-2029
9210,Movie,6.2,Not Awarded,2016-03-11,2010-2029
9211,Movie,3.9,Not Awarded,2014-12-19,2010-2029
9212,Movie,7.3,Not Awarded,2017-08-18,2010-2029
9213,Movie,5.8,Not Awarded,2015-01-09,2010-2029
9214,Series,7.3,Not Awarded,2017-02-24,2010-2029
9215,Movie,5.2,Not Awarded,2017-09-15,2010-2029
9216,Series,7.3,Not Awarded,2017-02-24,2010-2029
9217,Series,7.3,Not Awarded,2017-02-24,2010-2029
9218,Movie,7.0,Not Awarded,2017-10-13,2010-2029
9219,Movie,7.1,Not Awarded,2017-08-14,2010-2029
9220,Series,7.3,Not Awarded,2017-02-24,2010-2029
9221,Movie,7.4,11.0,1998-01-16,1990-2009
9222,Movie,7.0,5.0,1996-03-08,1990-2009
9223,Movie,7.4,16.0,2005-02-11,1990-2009
9224,Movie,5.7,Not Awarded,2017-12-15,2010-2029
9225,Series,7.0,Not Awarded,2017-12-15,2010-2029
9226,Series,6.9,1.0,2017-06-27,2010-2029
9227,Movie,6.5,9.0,2017-07-28,2010-2029
9228,Movie,4.8,Not Awarded,2011-01-08,2010-2029
9229,Movie,8.1,1.0,2017-06-02,2010-2029
9230,Series,7.9,1.0,2015-01-01,2010-2029
9231,Movie,7.6,5.0,2004-05-28,1990-2009
9232,Series,7.5,Not Awarded,2017-05-30,2010-2029
9233,Movie,5.4,Not Awarded,2017-11-10,2010-2029
9234,Movie,7.0,3.0,2017-12-15,2010-2029
9235,Movie,5.6,1.0,2017-02-17,2010-2029
9236,Series,8.4,12.0,2015-10-31,2010-2029
9237,Movie,4.4,Not Awarded,2014-04-04,2010-2029
9238,Movie,6.3,Not Awarded,2010-11-26,2010-2029
9239,Movie,6.0,Not Awarded,2012-10-19,2010-2029
